id,name,city,category,cashback,taksits,taksit_condition,address,map_lat,map_lng,parent_id
1187,Fokus Optika,Bakı,Aptek-optika,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Xətai rayonu, M.Hadi küçəsi",40.38936,49.95371,0
1188,Fokus Optika,Bakı,Aptek-optika,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Şərifzadə küçəsi",40.38543,49.80365,1253
1189,Bizon Boyaları,Bakı,Digər,0,"3, 6, 12, 18",Faizsiz,"Bakı şəhəri, Səbail rayonu, Badamdar 27",40.35515,49.81054,0
1190,Velosiped mağazası,Bakı,Digər,0,"2, 3, 6, 9",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, Moskva prospekti 3007",40.40868,49.80538,0
1191,Fərid Optika,Bakı,Aptek-optika,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Səbail rayonu, Badamdar ŞTQ",40.34328,49.81059,0
1192,Tac Pərdə,Quba,Tekstil mağazası,0,"2, 3, 6",Faizsiz,"Quba şəhəri, H.Əliyev prospekti",41.36047,48.50957,0
1193,KOMFORT MEBEL,Ağdaş,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağdaş rayonu, H.Əliyev prospekti 1A",40.64849,47.49710,0
1194,LC Waikiki,Abşeron,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Abşeron rayonu, Heydər Əliyev",40.47988,49.74813,1031
1195,ARCHELIK Əcəmi,Bakı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Bakı şəhəri, A.Məhərrəmov 24/3005",40.40875,49.81149,0
1197,Etes Diamond,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, Cavadxan küçəsi",40.40857,49.81263,0
1198,Kiton,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri, Rəşid Behbudov küçəsi 5",40.37321,49.84726,0
1199,ISAIA,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri, Neftçilər prospekti 7B",40.36472,49.83627,0
1200,GUCCI KIDS,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri, Neftçilər prospekti 77",40.36523,49.83709,0
1201,GUCCI,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri,Neftçilər prospekti 123",40.36891,49.84061,0
1202,EMPORIUM MAN,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri,Neftçilər prospekti 153",40.37562,49.86221,0
1203,Bellona mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Həsən Bəy Zərdabi 72/3",40.38648,49.80822,0
1204,Bellona mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Babək prospekti 2224",40.39081,49.90058,1269
1205,Bellona mebel,Sumqayıt,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sumqayıt şəhəri, 11mkr., Koroğlu prospekti",40.57030,49.67815,1269
1206,Bellona mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəriman Nərimanov rayonu, Əhməd Rəcəbli küçəsi 183",40.41091,49.86219,1269
1207,Velosport,Bakı,Digər,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nəriman Nərimanov rayonu, Ə.Əliyev küçəsi",40.40554,49.87675,0
1208,TERMOQAZ Sədədrək,Bakı,Digər,0,"3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Sədərək T/M",40.32819,49.78101,0
1209,Evqur,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, Novxanı şossesi",40.48947,49.82930,232
1210,MY TYRES,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nizami rayonu, Babək prospekti 52S",40.39409,49.92342,0
1211,Forte Kids,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri, Xətai rayonu, Sarayevo qəsəbəsi",40.38679,49.95977,0
1212,Defacto,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Nərimanov rayonu, F.Xoyski küçəsi",40.40039,49.85384,0
1213,EMBAWOOD,Qəbələ,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Qəbələ rayonu, H.Əliyev prospekti",40.96777,47.83689,195
1214,Fərid İnşaat,Qazax,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Qazax şəhəri, Ağköynək kəndi",41.08116,45.35929,0
1215,Deniz qadın geyimləri,Gəncə,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Gəncə şəhəri, Nizami 43A",40.68245,46.36389,0
1216,Sleep.az,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Süleyman Rəhimov küçəsi 179A, Jalə plaza",40.38051,49.84283,0
1217,Soliton Ağdaş,Ağdaş,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağdaş şəhəri, H.Əliyev prospekti 94 (P.Babayev adına 7 nömrəli məktəbin yanı)",41.05980,47.51161,741
1218,Texnomart Şəmkir,Şəmkir,Məişət avadanlığı və elektronika,0,"3, 6, 9, 12",Faizsiz,"Şəmkir şəhəri, 20 Yanvar küçəsi 13B",44.96737,45.96072,247
1219,MINIKA KIDS,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Xətai rayonu, M.Hadi 39D",40.38562,49.95390,0
1220,Velosiped Aləmi,Lənkəran,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Lənkəran şəhəri, M.Axund 23",38.75560,48.84696,0
1221,AUTO PERFORMANCE,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nərimanov rayonu, Ə.Əliyev 36",40.40969,49.87355,0
1222,Life dent,Bakı,Klinika,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Haqverdiyev küçəsi 5",40.38048,49.81486,0
1223,PANDA BABY,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, Mədən küçəsi 4",40.45157,49.77710,0
1224,PANDA BABY,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, N.Yusifbəyli küçəsi",40.45157,49.77710,1289
1225,Forte Kids Bərdə,Bərdə,Geyim mağazası,0,"2, 3",Faizsiz,"Bərdə şəhəri, Heydər Əliyev",40.39040,47.12326,1277
1226,Velosport,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Xətai rayonu, Xocalı prospekti",40.38246,49.86970,0
1227,Perla Mebel,Abşeron,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Abşeron rayonu, Masazır",40.47232,49.75331,177
1228,Velosiped mağazası,Sumqayıt,Digər,0,"2, 3, 6, 9, 12",Faizsiz,"Sumqayıt şəhəri, Nəriman Nərimanov",40.57135,49.71971,0
1229,MAR CASPIO TRAVEL,Bakı,Səyahət şirkəti,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, S.Vurğun küçəsi 110",40.39391,49.83460,0
1230,Əlifba,Bakı,Digər,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, A.Məhərrəmov küçəsi, ev 174 A",40.41088,49.80822,0
1231,UZBEKISTAN AIRWAYS,Bakı,Səyahət şirkəti,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, H.Aslanov küçəsi, 113",40.37520,49.84257,0
1232,Səid İnşaat,Mingəçevir,Digər,0,"2, 3, 6, 9, 12",Faizsiz,"Mingəçevir şəhəri, Samux",40.76893,47.06472,0
1233,Diva Baku,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Şərifzadə küçəsi 148",40.38843,49.80391,0
1234,Best electronics,Tovuz,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Tovuz şəhəri, Musa Musayev 76",40.97964,45.62894,0
1235,Best electronics,Tovuz,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Tovuz şəhəri, Şəhriyar 3",40.98801,45.60619,1300
1236,PUMBA KIDS,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Xətai rayonu, Gəncə prospeti 52D",40.36303,49.96000,1084
1237,Milay Pərdə,Bakı,Tekstil mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Xətai rayonu, X.Məmmədov 32",40.37309,49.95350,0
1238,EMBAWOOD,İmişli,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"İmişli rayonu, H.Əliyev prospekti",39.87108,48.06202,195
1239,Texnomart,Salyan,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Salyan rayonu, H.Z.Tağıyev 51",39.59224,48.98108,247
1240,Turan İnşaat,Salyan,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Salyan rayonu, H.Z.Tağıyev 51",39.59224,48.98108,0
1241,Coşqun Mebel,Oğuz,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Oğuz rayonu, H.Əliyev 36",41.07083,47.46543,0
1242,Elit qadın geyimləri,Oğuz,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Oğuz rayonu, D.Qorqut 24",41.06154,47.45694,0
1243,Günəş mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nizami rayonu, Cəmşid Naxçıvanski küçəsi",40.40787,49.95653,0
1244,Forte Kids,Sumqayıt,Geyim mağazası,0,"2, 3",Faizsiz,"Sumqayıt şəhəri, Ü.Hacıbəyov küçəsi",40.56863,49.68817,1277
1245,Forte Kids,Sumqayıt,Geyim mağazası,0,"2, 3",Faizsiz,"Sumqayıt şəhəri, 9 mkr.",40.57445,49.68626,1277
1246,MY ROOM MEBEL,Şəki,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Şəki şəhəri, M.F.Axundov küçəsi",41.17968,47.17648,0
1247,MASALLI ELEKTRONIKA 2,Masallı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12",Faizsiz,"Masallı rayonu, H.Əliyev 30A",39.03346,48.66660,0
1248,EMBAWOOD,Masallı,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Masallı rayonu, Alat-Astara yolu",39.09405,48.60801,195
1249,Texnomart,Masallı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Masallı şəhəri, M.Talışxanov küçəsi",39.02615,48.66662,247
1251,ZD TRAVEL,Bakı,Səyahət şirkəti,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, M.K.Atatürk prospekti",40.40510,49.84913,0
1252,Forte Fashion,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Əhməd Cəmil",40.38021,49.81315,0
1253,Phardi,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nizami rayonu, Qara Qarayev küçəsi 25-29",40.41008,49.94410,151
1254,Perla Mebel,Lənkəran,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Lənkəran şəhəri, Şilavar kənd ərazisi, Bakı-Astara magistralı yolu",38.75657,48.83380,177
1255,Gold Baku,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Nəsimi rayonu, Cavad Xan 5 mkr, Moskva Ticarət Mərkəzi",40.40868,49.81264,0
1257,Ağdam İnşaat,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Xiyabani küçəsi 5A",40.39927,49.79259,0
1258,Mebel ETTO,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Qara Qarayev küçəsi 47",40.41880,49.82778,0
1259,LC waikiki,Sumqayıt,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Sumqayıt şəhəri, Məhəllə 32, Cavid MALL",40.58933,49.67430,1031
1260,LC waikiki,Abşeron,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Abşeron rayonu, Bakı-Şamaxı şossesi, Hökməli qəsəbəsi",40.44284,49.74402,1031
1261,LC waikiki,Göyçay,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Göyçay rayonu, H.Əliyev prospekti",40.64991,47.74281,1031
1263,EMBAWOOD,Biləsuvar,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Biləsuvar rayonu, H.Əliyev",39.45996,48.55102,195
1264,Wentto Electronics 5,Biləsuvar,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18, 24",Faizsiz,"Biləsuvar rayonu, H.Əliyev  35",39.46003,48.55093,359
1265,Forte Kids,Bakı,Geyim mağazası,0,"2, 3",Faizsiz,"Yasamal rayonu, Yeni yasamal, Əsəs Əhmədov küçəsi",40.39399,49.79400,1277
1266,ROBOTECH,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, M.Cəlal 137A",40.41722,49.81149,0
1267,Geox,Bakı,Geyim mağazası,0,3,Faizsiz,"Bakı şəhəri, Yasamal rayonu, H.Cavid prospekti",40.36835,49.81660,399
1268,Nərmin Qızıl mağazası,Şəki,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Şəki şəhəri, M.F.Axundov küçəsi, ev.2",41.18111,47.17654,0
1269,KONTAKT HOME Cəlilabad,Cəlilabad,Məişət avadanlığı və elektronika,0,3-6-12-18-24-ABB,Faizsiz,"Cəlilabad rayonu, Qurtuluş prospekti",39.22207,48.52147,284
1270,Dent Stom Stomatoloji Mərkəz,Bakı,Klinika,0,2-3-6-9-12-ABB,Faizsiz,"Bakı şəhəri, Binəqədi rayonu, Mir Cəlal 121",40.42029,49.81172,0
1271,Vüsal İnşaat,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Yeni Yasamal 2A",40.39405,49.79672,0
1272,OKEAN ELECTRONICS,Ağdaş,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağdaş rayonu, M.İsayev küçəsi",40.64909,47.45412,0
1273,Af Baku geyim,Bakı,Geyim mağazası,0,2-3-6-ABB,Faizsiz,"Bakı şəhəri, Nizami rayonu, A.Manafov 1",40.42164,49.93239,0
1274,Fatima telecom,Ağstafa,Mobil telefon və aksessuar,0,2-3-6-ABB,Faizsiz,"Ağstafa rayonu, H.Əliyev",41.13219,45.45455,0
1275,Sadıq mebel salonu,Ağcabədi,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağcabədi rayonu, Bünyadov",40.05320,47.45962,0
1276,Zirvə Mobile,Bakı,Mobil telefon və aksessuar,0,2,Faizsiz,"Bakı şəhəri, Nəsimi rayonu, Azadlıq prospekti 21",40.37739,49.84886,0
1277,DENTAL CITY,Qax,Klinika,0,"2, 3, 6",Faizsiz,"Qax şəhəri, H.Əliyev prospekti 114",41.42807,46.95045,0
1278,Casio,Bakı,Aksessuar mağazası,0,"3, 6",Faizsiz,"Bakı şəhəri, 28 Mall TM",40.37931,49.84682,357
1279,Defacto,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Xətai rayonu, M.Hadi küçəsi",40.38554,49.95371,1278
1280,Defacto,Sumqayıt,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Sumqayıt şəhəri, 3-cü Sülh küçəsi",40.58949,49.67528,1278
1281,Art Smile Diş Mərkəzi,Şəki,Klinika,0,"2, 3, 6",Faizsiz,"Şəki şəhəri, Mikayıl Müşviq küçəsi",41.20099,47.17154,0
1282,Armada elektrik,Bakı,Digər,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, M.Qaşqay 28",40.38448,49.84693,0
1283,Yaşıl Vadi mebel,Quba,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Quba şəhəri, Qələdüz kəndi",41.35227,48.44284,0
1284,Perla Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Sabunçu rayonu, Bakıxanov qəsəbəsi, Sakit Qocayev küçəsi, 27C 2-ci mərtəbə",40.41170,49.96879,177
1285,WOODPECKER,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Sabunçu rayonu, Maştağa qəsəbəsi",40.51564,49.98077,72
1286,PENAHOGLU AVTO,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9",Faizsiz,"Bakı şəhəri, Babək prospekti",40.39206,49.91410,0
1287,ELİT DENT,Şəki,Klinika,0,"2, 3, 6, 9, 12",Faizsiz,"Şəki şəhəri, Mirzə Fətəli Axundzadə küçəsi",41.20016,47.18934,0
1288,RINASCHIMENTO,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Əbdürrəhim Bəy Haqverdiyev küçəsi",40.38023,49.81247,0
1289,Evim Store,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, 203 Svetlana Məmmədova",40.42510,49.82672,0
1290,Phardi,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nərimanov rayonu, Ağa Neymətulla küçəsi",40.39773,49.87758,151
1291,Phardi,Sumqayıt,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Sumqayıt şəhəri, 2 mkr., Sülh küçəsi",40.58280,49.65975,151
1292,KARVAN mağaza 76,Sumqayıt,Geyim mağazası,0,"2, 3",Faizsiz,"Sumqayıt şəhəri, Karvan TM",40.59068,49.67431,0
1293,G shock,Bakı,Aksessuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, Bül-Bül prospekti",40.38334,49.83960,1201
1294,Labbro Rosso,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Səbail rayonu,19D Zərifə Əliyeva",40.36955,49.84120,0
1295,Dalida geyim mağazası,Gəncə,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Gəncə şəhəri, N.Gəncəvi 8",40.67818,46.37110,0
1296,Ev store,Bakı,Digər,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, Mir Cəlal küçəsi",40.41640,49.80790,0
1297,Texno Gallery,Bakı,,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, S.Rüstəm küçəsi",40.38017,49.84727,0
1298,Tamido,Bakı,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Sabunçu rayonu, S.Mehmandarov küçəsi",40.37082,49.96976,0
1299,SMART STUDY,Sumqayıt,,0,"2, 3, 6",Faizsiz,"Sumqayıt şəhəri, 2 mkr.",40.58605,49.67404,0
1300,Ailə Diş Klinikası HVU,Sumqayıt,Klinika,0,"2, 3, 6, 9, 12",Faizsiz,"Sumqayıt şəhəri, 7-8-12 ci birləşmiş məhəllə, 78 Səməd Vurğun",40.60337,49.67008,0
1301,AVVA,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, H.Hüseynov küçəsi",40.40228,49.80262,822
1302,Mira Butik,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Xətai rayonu, Ü.Zülfüqarov küçəsi",40.36476,49.95522,0
1303,Umay halı,Bakı,Xalça mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nizami rayonu, Q.Qarayev prospekti",40.40930,49.94359,0
1304,Mələk qadın geyimi,Oğuz,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Oğuz şəhəri, H.Əliyev 135",41.07073,47.46538,0
1305,VivaRiva Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Nizami rayonu, Babək prospekti 41a",40.39199,49.90877,0
1306,MX GROUP AUTOPARTS,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Nərimanov rayonu, Z.Bünyadov prospekti",40.42572,49.91030,0
1307,JYSK,Sumqayıt,,0,"3, 6, 9, 12, 18",Faizsiz,"Sumqayıt şəhəri, Sülh küçəsi",40.57478,49.64252,0
1308,JYSK,Bakı,,0,"3, 6, 9, 12, 18",Faizsiz,"Bakı şəhəri, Xətai rayonu, M.Hadi küçəsi",40.38234,49.95200,1373
1309,JYSK,Bakı,,0,"3, 6, 9, 12, 18",Faizsiz,"Bakı şəhəri, Nəsimi rayonu, R.Axundov küçəsi",40.38471,49.84484,1373
1310,VMF Gəncə 2,Gəncə,Aksessuar mağazası,0,"3, 6, 9, 12, 18",Faizsiz,"Gəncə şəhəri, H.Əliyev prospekti",40.67712,46.35997,615
1311,Defacto Gəncə,Gəncə,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Gəncə şəhəri, H.Əliyev prospekti",40.68118,46.36227,1278
1312,Defacto Sumqayıt 2,Sumqayıt,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Sumqayıt şəhəri, 2 mkr.",40.58950,49.67526,1278
1313,Dost telecom,Hacıqabul,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18",Faizsiz,"Hacıqabul şəhəri, H.Həmidov",40.04440,48.93623,0
1314,MYFILTER.AZ,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Yasamal rayonu, A.Abbasov küçəsi 4",40.38543,49.80510,0
1315,Labor klinik,Bakı,Klinika,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Yasamal rayonu, H.Zərdabi küçəsi 204A",40.40122,49.80677,0
1316,Zade İnşaat,Oğuz,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Oğuz şəhəri, Böyük söyüdlü",41.07230,47.46558,0
1317,İnci İnşaat,Bakı,Digər,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Nərimanov rayonu, Ə.Qayıbov küçəsi",40.41625,49.87954,0
1318,Inci Collection,Şəki,Geyim mağazası,0,"2, 3",Faizsiz,"Şəki şəhəri, M.Rəsulzadə küçəsi",41.20066,47.16452,0
1319,Dünyagöz klinikası,Bakı,Klinika,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Səbail rayonu, Bayıl Qəsəbəsi, Mikayıl Useynov, ev 39",40.34958,49.83581,0
1320,Texnomart Ağcabədi,Ağcabədi,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Ağcabədi şəhəri, H.Aslanov küçəsi 17",40.04503,47.45459,247
1321,İdeal qızıl Şəki,Şəki,Aksessuar mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Şəki şəhəri, S.Rəhman küçəsi",41.19701,47.16735,0
1322,Kids City,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Nizami rayonu, Q.Qarayev 80",40.41892,49.92530,0
1323,Altun İnşaat,Şəki,Digər,0,"2, 3, 6, 9, 12",Faizsiz,"Şəki şəhəri, M.Rəsulzadə küçəsi",41.20252,47.17816,0
1324,Dent-A-Class,Bakı,Klinika,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Yasamal rayonu,  Bəşir Səfəroğlu 5",40.37177,49.82341,0
1325,Avto planet,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Mətbuat prospekti",40.37101,49.81020,0
1326,Medisan,İmişli,Klinika,0,"2, 3, 6",Faizsiz,"İmişli şəhəri, H.Əliyev prospekti",39.87106,48.06212,0
1327,Sülh electroniks,Sumqayıt,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sumqayıt şəhəri, Heyder Əliyev prospekti, 3-cü mkr.22/54",40.57652,49.68667,0
1328,Sülh electroniks,Siyəzən,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Siyəzən şəhəri, H.Əliyev küçəsi",41.04485,49.14016,1393
1329,Nisa Butik,Şəki,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Şəki şəhəri, M.Rəsulzadə küçəsi",41.20252,47.17816,0
1330,Nur dent,Bakı,Klinika,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Yasamal rayonu, Ə.Əhmədov küçəsi",40.39426,49.79922,0
1331,Smart Telecom,Ağdaş,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12",Faizsiz,"Ağdaş şəhəri, H.Əliyev",40.64666,47.47778,0
1332,Layla mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, S.S.Axundov küçəsi 31/23",40.42546,49.84145,0
1333,Perla mebel İmişli,İmişli,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"İmişli şəhəri, H.Əliyev prospekti",39.87099,48.06204,177
1334,İdol mebel,Qax,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Qax şəhəri, Ü.Hacıbəyov küçəsi",41.42377,46.91138,0
1335,Home and More,Bakı,Hədiyyə  və aksesuar mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Azadlıq prospekti 70",40.38441,49.84540,0
1336,XİAOMİ,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18",Faizsiz,"Bakı şəhəri,  Neftçilər prospekti",40.37105,49.84972,0
1337,Madeyra,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri,  Qaradağ rayonu, Lökbatan qəsəbəsi, 28 may küçəsi",40.32204,49.74144,140
1338,Yargıcı,Bakı,Geyim mağazası,0,"3, 6",Faizsiz,"Bakı şəhəri, Fətəli Xan Xoyski  küçəsi 14",40.40054,49.85373,556
1339,Tac mebel,Şəki,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Şəki şəhəri, M.Müşviq küçəsi",40.36528,49.81975,0
1340,DIV ACADEMY,Bakı,Digər,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəhəri, Heydər Əliyev prospekti 115",40.41800,49.90835,0
1341,Soliton Qəbələ,Qəbələ,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Qəbələ şəh., H.Əliyev prospekti",40.97958,47.84911,741
